224,2,1,5,4,2,1,2,1,4,4,5,1,1,5,5,1,4,3,1,1,2,1,5,4,1,1,1,1,1,3,1,5,2,1,3,2,2,2,1,4
227,2,1,4,4,2,4,5,1,2,5,5,1,1,5,5,1,5,5,2,1,1,1,2,5,1,5,1,1,1,1,1,5,5,1,5,1,4,5,1,4
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,2,1,2,2,4,4,4,2,4,3,4,3,3,2,4,2,4,2,4,1,4,1,4,1,4,2,4,1,1,1,3,4,4,2,2,2,1,4,1
234,3,4,4,3,3,2,3,3,5,2,4,4,3,3,4,1,4,2,4,3,2,1,4,3,2,4,4,5,1,2,3,2,2,3,3,4,2,2,1,4
241,5,5,5,5,1,5,4,1,1,4,5,5,2,2,5,1,5,5,2,2,1,1,5,5,2,5,1,2,1,2,1,2,1,1,2,5,1,4,1,4
244,3,2,4,2,4,2,4,4,4,5,4,5,3,2,1,4,2,4,1,2,1,4,2,5,1,5,5,5,4,1,4,4,1,4,3,4,1,2,4,2
246,5,1,4,1,5,1,5,3,5,1,5,5,5,5,1,1,1,1,2,3,2,5,5,1,1,5,5,5,3,1,4,5,1,4,3,1,5,1,3,3
248,3,5,1,5,1,2,4,3,1,5,3,4,1,1,4,3,4,5,5,3,1,1,3,5,2,5,1,3,1,3,1,2,4,3,3,5,1,3,2,4
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,4,3,1,2,3,2,3,4,3,4,2,4,3,2,2,4,2,4,4,3,2,4,4,4,2,4,2,3,3,3,2,2,2,4,3,2,3,2,4,3
259,3,2,4,1,4,5,5,2,3,5,3,3,2,2,4,1,4,3,3,2,2,1,1,4,1,4,1,5,4,3,3,1,4,1,4,1,3,3,2,3
260,3,2,5,2,3,4,4,2,4,2,3,1,4,5,5,2,4,4,2,1,5,2,1,2,5,1,3,1,5,5,5,5,5,1,5,2,5,3,2,3
263,3,2,3,4,3,4,4,4,5,4,2,5,3,4,5,4,3,4,4,4,2,4,3,4,2,4,4,3,2,3,3,2,2,4,4,3,4,2,4,3
265,2,3,3,3,3,3,2,4,3,4,2,4,4,3,2,3,2,3,4,3,1,4,4,4,1,4,4,2,2,1,2,3,4,4,2,2,3,3,4,2
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,4,5,5,1,3,3,3,3,1,3,3,2,2,3,5,2,4,5,2,3,1,1,4,4,1,4,1,5,1,2,2,3,4,3,3,3,3,4,2,2
269,3,4,1,3,3,4,5,5,2,4,1,3,4,2,1,5,2,5,3,4,2,4,3,4,1,2,4,4,1,3,3,1,2,5,2,3,2,2,4,2
270,3,5,5,1,2,3,3,2,2,1,4,1,2,3,5,2,5,4,2,3,1,2,1,5,1,2,1,5,1,2,1,1,4,2,4,4,2,3,2,3
272,1,1,5,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
275,5,1,4,1,5,1,5,2,5,2,4,5,2,1,5,3,4,1,5,1,1,3,5,4,1,4,3,5,1,5,3,1,5,2,5,1,3,5,2,5
277,5,2,3,1,2,4,2,2,5,2,4,5,5,2,5,4,4,2,2,1,1,3,4,2,1,5,1,5,3,1,4,4,2,1,2,2,2,5,1,3
281,3,3,2,4,4,5,4,4,4,4,5,4,3,5,1,5,1,5,4,3,1,4,1,4,1,4,2,5,2,3,1,3,2,5,2,2,4,4,5,2
282,1,1,1,4,4,1,4,4,0,4,5,1,1,1,1,4,1,4,4,4,0,5,4,3,3,4,4,4,1,1,3,4,5,4,1,0,3,4,0,4
283,2,4,3,4,2,4,3,2,2,4,4,4,2,4,3,3,4,4,2,3,3,2,3,2,2,4,2,4,2,2,1,3,2,3,3,4,3,2,3,2
284,2,4,1,4,1,3,3,2,1,3,2,3,1,2,2,5,5,5,4,1,2,2,3,5,1,5,2,5,1,3,2,3,3,1,4,5,5,1,2,3
291,3,2,2,4,5,2,1,5,2,2,1,4,4,2,1,5,2,5,5,2,1,4,5,4,1,4,5,3,1,2,1,5,3,5,1,2,5,3,5,2
293,4,5,3,4,1,3,4,1,5,5,3,3,1,5,3,3,4,2,3,3,2,3,4,3,1,5,1,3,1,1,1,5,4,3,4,5,2,3,2,3
294,3,2,1,4,2,5,3,4,2,4,1,4,2,1,1,4,3,5,4,3,1,5,3,4,1,4,4,1,2,2,2,1,2,5,4,2,4,1,2,4
296,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
298,2,1,2,4,3,3,2,3,1,2,1,5,5,0,1,5,1,5,4,3,1,5,3,4,1,4,2,4,1,3,1,5,1,5,2,4,1,0,5,2
300,2,1,4,3,4,3,3,4,2,4,1,5,3,2,2,2,1,2,4,3,1,5,3,4,1,2,4,5,1,3,3,2,2,3,3,1,4,2,4,3
304,2,3,5,3,3,3,5,2,4,5,5,1,3,5,5,2,3,5,4,4,5,2,4,1,4,1,5,3,5,3,3,3,5,1,5,4,5,3,2,2
305,2,2,3,3,3,3,3,3,4,4,2,5,4,2,3,3,3,3,3,4,2,4,3,3,2,4,1,2,2,3,3,3,2,5,3,2,3,1,4,3
310,4,2,2,2,4,4,3,5,4,4,2,4,4,4,1,3,2,3,2,4,2,5,2,5,1,4,3,3,2,4,3,4,2,4,2,2,2,3,3,2
311,2,3,5,3,2,5,2,4,2,5,4,2,2,3,3,2,3,3,4,2,1,4,1,5,1,5,3,5,1,1,3,3,2,1,3,3,1,3,3,1
312,4,4,2,5,1,4,5,4,1,5,5,2,1,2,4,1,4,5,5,2,2,2,4,4,1,4,1,3,3,3,1,3,2,1,3,4,2,4,1,2
313,1,1,4,1,1,3,5,4,5,1,1,4,5,1,1,5,1,1,1,1,1,5,5,5,1,5,5,5,3,1,5,4,5,5,5,1,1,1,5,1
316,4,5,3,5,1,5,3,5,1,5,3,5,1,3,5,3,5,5,1,1,4,1,1,5,1,5,1,5,1,1,1,1,3,5,1,5,3,3,3,1
317,3,4,2,3,3,2,3,3,2,4,4,3,4,2,2,4,3,2,4,3,3,3,5,4,2,3,4,4,3,3,3,2,0,4,3,3,3,3,4,2
318,2,2,4,2,5,4,1,4,4,2,3,5,1,2,1,5,2,4,4,2,1,4,3,4,3,5,4,3,3,3,2,4,4,5,4,3,4,1,4,4
324,0,2,4,3,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,2,4,4,5,0,0,0,0,0,0,2,3,4,4,0,0,0,0,0,0
326,4,1,2,2,2,3,2,4,4,4,4,5,5,3,3,4,3,2,2,4,1,4,3,4,1,5,4,3,1,4,4,3,5,5,2,2,1,2,4,3
327,2,4,4,4,2,4,3,2,2,4,2,3,2,4,4,3,2,3,3,2,3,2,2,4,2,4,2,4,3,2,2,4,3,2,3,4,3,3,2,3
329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,5,1,1,1,5,2,5,1,4,1,5,1,1,5,5,1,5,2,2,4,1,1,2,4,1,4,1,5,1,4,5,5,2,1,5,1,5,5,1,5
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,4,1,4,2,0,2,5,5,3,4,5,4,2,3,5,1,5,5,3,3,2,2,4,5,3,4,4,5,3,1,3,3,4,1,4,2,4,2,1,3
335,3,3,1,3,4,3,3,4,3,5,4,5,3,3,1,5,3,3,4,3,2,3,3,5,2,5,3,3,3,2,3,3,4,5,2,4,2,2,5,2
336,4,4,5,4,4,1,4,2,4,4,5,4,2,1,5,2,5,2,5,3,2,2,5,5,1,5,5,5,1,2,4,1,4,1,2,3,2,5,2,3
339,3,1,1,2,3,1,3,3,2,3,1,4,4,3,2,4,2,5,4,4,2,5,4,4,1,5,3,5,4,2,3,3,3,0,3,2,2,2,4,4
342,4,4,5,2,4,2,5,2,5,4,5,5,2,4,4,1,2,4,1,4,4,2,2,5,2,5,2,4,2,4,4,2,5,2,2,2,4,2,1,2
345,2,4,5,3,3,1,3,2,2,5,3,1,3,1,5,1,5,3,5,5,3,3,5,5,1,5,5,3,1,5,5,2,1,1,5,5,3,2,1,5
348,5,5,1,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
351,3,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0
355,5,2,5,2,4,2,5,3,4,2,5,4,4,3,2,1,4,2,5,0,2,2,3,4,1,5,2,4,1,4,4,2,4,1,4,4,5,5,4,4
356,1,2,3,3,4,1,2,4,5,2,1,5,5,5,3,5,3,2,4,3,2,4,4,5,1,5,3,4,1,4,5,4,1,5,4,2,2,1,5,5
361,4,1,1,0,3,1,2,1,1,5,1,5,2,0,3,5,2,4,3,5,1,1,5,5,0,5,5,3,5,3,0,2,5,5,2,4,2,1,5,1
362,3,1,3,1,4,2,4,4,2,2,2,4,4,2,2,4,2,2,2,4,2,4,4,4,1,4,4,2,2,1,4,2,3,3,3,1,1,2,4,4
364,3,3,4,3,2,3,4,4,2,4,1,4,3,3,2,4,2,2,4,3,2,4,3,4,2,4,2,3,2,3,4,3,3,5,3,3,3,3,4,3
365,4,2,5,2,3,1,4,2,5,4,1,5,2,5,5,1,5,4,4,1,1,2,4,3,4,5,2,4,1,3,3,4,4,1,5,2,1,4,1,5
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,5,1,3,5,1,3,3,1,1,5,3,3,1,5,5,1,5,5,1,1,5,1,3,3,1,5,1,5,5,3,1,3,1,1,3,5,1,1,5,1
368,1,3,5,3,3,2,1,2,4,4,3,5,3,3,5,2,4,4,3,5,1,2,3,3,1,5,3,5,1,5,3,2,1,1,3,4,5,1,1,3
370,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
372,2,2,5,3,4,4,4,4,3,2,1,4,4,4,2,3,2,4,1,3,1,4,4,4,1,5,4,4,4,1,4,2,5,4,3,3,2,1,3,3
374,1,1,1,4,4,3,3,3,2,4,2,4,3,3,4,5,4,3,4,4,1,4,2,3,4,5,4,4,3,3,2,2,2,5,3,3,1,2,4,3
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
379,2,3,4,3,3,5,2,4,3,5,4,5,3,1,1,4,1,4,2,4,2,5,5,4,1,2,4,5,1,2,4,1,2,4,3,3,2,1,2,4
380,5,2,1,2,3,1,2,4,5,4,5,3,5,3,1,5,2,2,4,4,1,4,5,4,1,2,4,2,1,3,4,3,3,5,1,3,3,4,5,1
381,3,1,5,5,2,3,2,1,2,5,5,4,1,4,5,1,5,3,5,1,1,1,5,4,1,5,1,4,4,1,1,2,1,1,2,5,4,3,1,2
384,3,4,4,4,3,3,4,2,2,4,4,4,2,4,5,2,3,5,4,2,2,3,1,4,2,4,2,4,2,3,2,3,4,2,4,5,3,2,1,3
386,5,2,2,1,1,5,5,5,5,4,1,5,5,1,1,5,1,1,5,2,1,5,1,4,1,5,2,5,1,4,3,5,4,5,1,4,5,5,5,1
387,3,5,4,5,1,3,4,4,1,5,5,4,1,2,5,3,3,5,4,2,1,2,5,5,1,5,1,5,1,4,1,3,2,1,3,5,3,3,1,2
388,3,4,4,4,2,3,2,2,1,4,4,5,2,4,3,2,4,5,3,3,2,3,3,5,2,4,2,3,2,3,2,5,2,2,4,4,4,3,2,3
389,1,4,1,4,1,1,2,2,3,4,2,2,4,1,1,3,2,1,5,3,1,5,4,5,2,2,4,4,1,3,3,2,5,4,3,4,3,2,3,4
390,3,3,4,4,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,3,2,2,3,4,4,4,4,3,3,1,4,4,2,1,4,1,3,5,3,1,4,1,4,1,5,4,4,2,2,3,3,1,4,3,2,2,3,4,3
397,1,1,3,5,3,1,3,5,1,5,3,3,3,3,1,3,3,5,2,3,1,5,5,5,1,5,3,3,3,3,1,3,1,5,1,1,1,3,5,5
398,4,4,5,5,1,3,4,2,2,5,5,5,1,2,4,1,5,5,5,3,2,2,2,5,1,5,3,4,3,4,1,3,3,2,4,5,4,4,1,2
399,1,2,2,3,4,4,5,4,4,4,2,5,5,4,2,4,2,4,4,4,2,4,2,2,1,5,2,2,2,3,2,5,2,4,3,2,2,2,4,2
400,3,3,2,4,2,2,2,3,2,5,3,3,1,2,4,4,4,5,4,2,2,0,4,4,2,3,1,3,3,2,1,3,2,2,3,3,4,3,1,2
401,3,4,4,5,5,5,3,5,5,3,3,5,5,1,1,5,1,5,5,1,4,5,1,5,2,5,5,5,4,3,1,2,5,5,3,3,1,4,1,1
403,3,5,3,5,3,2,4,4,2,5,4,2,2,2,4,2,4,3,4,2,2,4,4,4,2,2,4,5,1,2,2,2,4,2,2,4,4,4,2,2
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,1,5,1,5,1,5,1,1,1,5,5,5,1,5,5,1,5,5,1,5,1,1,1,5,5,5,1,1,1,1,1,1,5,5,1,5,5,1,1,1
408,5,3,3,4,1,2,5,1,5,4,5,5,1,1,5,1,4,3,2,3,3,4,3,0,1,5,3,5,1,4,3,1,4,1,5,3,4,5,1,4
409,4,5,1,5,1,2,4,2,1,5,5,5,2,1,4,5,4,5,5,3,2,2,4,3,2,5,1,5,2,3,1,1,3,2,1,4,2,2,1,4
410,4,2,2,1,3,4,3,4,3,2,1,4,4,4,1,2,1,2,1,4,2,5,2,3,1,5,2,4,4,3,3,4,2,3,3,3,2,2,2,3
414,1,3,3,3,3,2,3,2,5,4,4,1,3,4,5,3,3,2,1,3,3,3,3,2,4,1,2,3,4,3,3,3,2,2,2,3,3,1,1,1
415,1,4,2,4,2,3,5,2,1,5,3,5,2,3,5,2,3,5,5,2,1,3,3,5,1,5,1,4,1,1,1,3,2,2,2,4,2,2,3,2
416,2,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
417,5,5,1,5,1,1,3,1,1,5,3,4,1,3,2,3,2,5,1,1,2,2,2,1,2,4,1,2,1,1,1,2,3,3,3,1,1,1,1,2
418,2,2,2,4,4,2,2,2,4,4,1,5,4,2,2,4,2,4,4,4,2,5,5,4,2,4,2,4,2,2,4,2,5,5,2,2,2,2,5,3
420,2,3,4,4,0,1,4,3,3,4,4,3,4,3,1,5,2,1,4,3,3,4,5,3,2,5,4,4,1,4,4,4,4,5,3,4,4,1,5,3
421,1,3,3,3,4,2,4,5,3,3,3,4,3,1,2,5,2,3,1,5,1,4,4,4,2,5,4,5,1,1,3,1,3,3,4,3,3,1,2,4
425,4,3,5,3,5,2,3,2,4,5,5,1,5,3,2,2,2,1,2,2,2,0,5,4,1,3,5,5,1,1,4,3,4,2,4,2,1,3,1,5
427,5,3,4,3,2,2,3,5,4,5,2,4,4,3,1,4,2,2,3,2,2,4,2,4,1,3,2,5,2,3,1,4,2,5,3,4,4,4,3,4
429,3,3,5,4,2,2,2,2,2,5,4,5,2,3,3,2,3,2,2,3,1,3,4,4,1,0,2,5,1,1,2,4,2,3,2,3,2,2,2,2
431,5,1,5,1,4,2,5,2,4,2,4,5,4,3,5,1,2,2,3,2,2,4,4,4,1,4,2,2,1,4,3,2,5,2,5,1,4,5,1,5
436,5,3,5,3,3,3,3,2,2,4,3,5,3,5,4,3,2,5,1,3,2,2,3,4,1,5,1,5,3,3,1,1,4,2,3,2,1,4,1,3
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,3,1,3,4,4,4,3,3,4,3,1,5,4,4,1,4,1,2,5,4,1,4,3,2,2,5,5,5,1,4,4,5,1,5,3,2,3,1,4,4
439,3,2,2,3,4,4,2,3,2,3,2,5,4,1,1,3,1,4,5,3,3,5,2,5,1,5,1,4,2,3,3,1,4,4,1,4,3,3,4,1
441,3,4,2,5,1,3,1,1,1,5,4,3,1,4,3,0,5,5,2,3,1,1,3,4,1,4,1,2,2,5,1,4,3,3,2,5,1,2,3,1
442,1,4,5,3,1,1,3,1,1,5,4,5,4,1,5,1,5,5,3,3,2,2,3,4,1,5,5,5,5,3,4,2,3,1,5,1,3,1,1,5
443,3,3,2,4,3,3,3,4,2,4,2,5,3,3,2,4,2,5,4,4,2,4,3,5,1,4,4,4,3,3,4,3,4,4,3,3,2,3,4,3
449,3,2,5,1,4,5,5,1,5,3,5,1,4,5,5,1,3,1,2,2,3,3,4,2,3,1,2,3,2,5,5,5,5,1,1,3,5,2,1,1
450,1,1,2,1,3,3,3,3,3,2,3,3,3,3,1,5,3,5,5,2,1,3,4,5,1,4,0,1,2,2,3,3,3,3,2,4,5,1,4,3
451,3,3,1,3,5,3,1,5,5,3,1,5,3,5,1,5,1,5,5,5,1,5,2,5,1,5,3,0,1,3,3,5,5,5,3,3,3,3,5,3
452,1,2,5,3,3,3,3,5,5,4,3,5,4,2,1,3,1,2,5,4,3,5,4,3,1,5,3,3,2,2,3,3,4,3,3,1,3,1,5,3
453,2,0,1,1,5,2,4,2,3,4,2,4,4,4,1,4,1,2,2,4,4,5,4,4,1,5,4,2,1,2,4,2,2,4,4,1,2,2,4,4
454,3,3,1,3,4,3,3,3,3,3,1,3,2,1,1,2,1,4,5,2,2,4,4,4,1,3,1,5,1,2,2,3,2,4,3,1,3,4,4,3
455,1,2,1,3,4,2,2,4,2,2,2,5,4,2,2,4,2,4,4,4,2,4,4,5,1,5,2,3,2,2,2,4,3,4,4,2,2,2,4,2
456,3,2,2,1,2,1,3,3,3,4,2,4,4,4,3,4,2,3,2,4,2,4,5,4,2,4,4,3,2,2,4,3,2,4,3,3,2,2,3,4
457,1,1,1,3,4,5,4,5,2,4,1,5,3,3,1,2,1,4,4,3,3,4,4,5,1,5,5,3,3,3,4,3,4,5,2,2,1,2,5,3
458,2,1,4,3,5,5,1,5,3,1,1,5,2,1,1,5,1,1,1,1,3,5,1,5,1,5,5,5,1,1,1,5,1,5,1,1,1,1,5,1
459,1,5,1,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0
462,3,1,1,4,3,2,2,3,2,3,1,5,3,1,2,5,1,3,4,3,2,5,3,5,1,4,2,4,3,3,1,5,3,5,2,1,4,3,5,4
463,2,4,5,3,4,2,3,3,5,5,2,1,4,5,4,1,4,1,3,3,4,1,3,1,1,1,3,1,4,3,4,4,5,1,3,3,2,2,1,3
465,2,1,3,3,4,2,2,3,4,3,2,5,4,3,2,3,2,2,3,4,1,4,4,5,1,5,4,3,1,3,4,4,2,3,3,2,2,1,3,4
466,3,1,4,1,4,4,5,4,4,4,4,4,3,5,2,4,2,3,1,3,2,4,2,3,2,5,5,4,2,3,4,3,3,4,3,2,2,2,4,3
468,1,2,5,4,2,1,4,3,3,4,4,4,2,2,5,2,4,3,4,2,2,3,5,2,1,3,4,3,3,3,4,2,3,2,3,4,3,1,1,5
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,3,5,1,5,1,3,3,1,1,5,1,4,1,3,3,3,5,5,4,1,1,1,3,4,1,5,1,3,1,3,1,1,4,4,1,5,1,1,3,1
474,1,5,4,3,2,2,2,1,2,4,2,2,3,4,5,2,5,4,4,2,1,1,4,4,1,2,2,2,2,2,3,3,2,2,2,5,3,1,1,2
477,1,5,3,5,1,2,3,3,1,5,3,4,1,5,5,3,5,4,2,3,3,3,4,3,1,4,1,3,3,1,1,5,4,3,3,4,4,2,3,3
479,1,5,1,5,1,5,1,4,1,5,5,3,1,5,5,5,5,5,4,4,1,1,1,5,1,5,1,4,1,1,1,5,2,1,1,5,4,1,1,1
482,1,5,5,5,1,1,1,1,1,5,5,1,1,5,1,1,5,5,1,1,1,1,1,5,1,1,5,5,1,1,5,5,1,1,1,5,1,5,1,1
484,2,2,1,4,4,4,4,4,1,5,2,4,3,2,1,4,1,5,4,4,2,4,2,4,1,3,1,4,3,1,2,4,2,5,4,1,4,1,5,3
485,0,2,1,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0
486,4,3,3,3,3,2,2,3,2,4,4,2,4,3,2,2,2,4,5,4,2,5,4,5,1,2,4,4,2,3,2,3,4,5,2,3,2,4,5,2
487,1,1,5,0,5,3,2,4,5,3,1,5,5,1,1,5,1,2,3,4,1,4,5,2,1,3,5,3,1,3,5,5,5,2,5,1,4,1,1,4
488,2,5,2,5,2,4,2,2,1,5,4,2,1,3,4,1,4,5,5,2,1,2,1,5,1,1,1,5,1,2,1,4,2,1,1,5,4,1,1,2
