4.235159388178754369e+01,5.152532357329098289e+01,4.669787918671492832e+01
5.925837435342743476e+01,4.834910018123591868e+01,4.505450959068009809e+01
4.914009204695486233e+01,3.932494765620730703e+01,3.720641981215501914e+01
5.323780420166862370e+01,4.453605258689741220e+01,3.852963581303435348e+01
3.995714545116546645e+01,4.209531412897266023e+01,4.237739635769548130e+01
5.319126399099449998e+01,4.166791244369080971e+01,3.783971376506485029e+01
4.516475585381378721e+01,5.824604903724051752e+01,4.143000102831361886e+01
5.325227651554829578e+01,4.641553222773062259e+01,4.530319366166627049e+01
4.613926946825807107e+01,3.849771036777235622e+01,3.855214221869024271e+01
3.340009098399180942e+01,3.757322268534085907e+01,2.938188124970118764e+01
3.328575824538253869e+01,3.459986375580653828e+01,3.463481176106716219e+01
4.774956790068659274e+01,4.051914408814630519e+01,3.955148973548082836e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.349550209907680909e+01,5.199114577773341495e+01,4.154341272873736557e+01
4.651828858829689040e+01,5.573749958333357313e+01,4.055576928611146315e+01
5.341695882130602513e+01,4.504738287353425363e+01,3.765890047304286981e+01
5.381021090091334713e+01,4.094136350997690954e+01,3.658670071544369762e+01
4.194852507026693900e+01,4.763315488761475081e+01,4.010718063223607288e+01
3.368896113478137977e+01,4.817004576038611674e+01,4.612330291266457039e+01
5.235984681217107095e+01,4.637076969011270933e+01,4.228647812741483847e+01
3.623408001482247442e+01,4.879553802788014139e+01,4.751195173500675395e+01
3.680440088908660812e+01,4.311510259120256450e+01,4.499780091166304885e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.036280270393940839e+01,4.476137546968183756e+01,4.797155973485601521e+01
3.776215991051478937e+01,4.321370887732962274e+01,4.548723959366287062e+01
4.005204260296726204e+01,4.758013038378572190e+01,4.276774403883000986e+01
4.387165255743089887e+01,3.423968019567033849e+01,3.082376531467886949e+01
5.371048122943383873e+01,4.563627165301527810e+01,4.534689040325090303e+01
3.755271107278917952e+01,4.075996458212743789e+01,4.742968217042683676e+01
4.126781915188389860e+01,4.825359175284285129e+01,4.182414804650608176e+01
4.651077312865061764e+00,6.704537401706668120e+00,5.581784872375079587e+00
5.416620469597229715e+01,4.192592955915152686e+01,3.956221501344309388e+01
5.136687415181530270e+01,4.306522862290535869e+01,4.084187787965893079e+01
4.970125205654475309e+01,4.282371753698183880e+01,3.934285119687976362e+01
4.616954444022012183e+01,5.216129774867345503e+01,3.974477975968908794e+01
3.757770181873761572e+01,4.497280471477739638e+01,3.615818215206203945e+01
5.226554709957450484e+01,3.920366019793553392e+01,3.822062052967458357e+01
5.462619704726878922e+01,4.570663149732165920e+01,3.564672448054391651e+01
5.604911433166580537e+01,4.007002746722510267e+01,3.850259819362674563e+01
6.160993036940921286e+01,4.292927003664760832e+01,3.471083654881982739e+01
4.543879612948491342e+01,3.694642538268838194e+01,3.642443438142868217e+01
5.349733793662931447e+01,4.495152446146074254e+01,4.318158669387089788e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.137079446906493985e+01,3.885271053141435971e+01,3.574933451242594629e+01
6.374326550935567326e+01,4.513482331781324319e+01,4.325373602220594904e+01
4.730689468311658885e+01,3.571120241323826860e+01,3.716975913006808696e+01
3.451270279237485994e+01,4.544366769717788657e+01,5.084195376735489447e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.243463497887019287e+01,4.404812261136672902e+01,4.415953168328594103e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.058195168509620032e+01,5.852375416977443479e+01,3.976464250581854287e+01
6.493806568722339989e+01,5.165308611148102358e+01,4.217550209152535245e+01
4.836572503986085536e+01,5.871011979646192458e+01,4.764284098825804392e+01
5.291706685984245695e+01,4.829306952264314390e+01,4.574434795006434484e+01
4.057727164116602125e+01,4.753760096600854013e+01,4.993467800691094283e+01
5.315691369965673374e+01,4.132011932046264491e+01,4.041118452810749062e+01
4.157412087823279734e+01,5.299673034694372120e+01,3.996585688976262674e+01
5.645494929398428496e+01,4.407778408860967545e+01,4.341397616257130210e+01
3.817753607946372085e+01,5.131940706313356770e+01,3.723120975609948857e+01
2.663610311162360578e+00,3.018017736877093959e+00,2.349032656662223051e+00
5.136449838128739742e+01,3.927804225483019707e+01,3.884866714436390112e+01
5.082540356330625286e+01,4.318043776352713081e+01,3.974485202519151983e+01
4.363230758125637720e+01,4.776386737187538500e+01,4.418458385478936634e+01
4.113644007201553876e+01,4.609709119712273662e+01,5.078694802919763873e+01
4.376240164905184571e+01,5.347951965655816764e+01,4.010681742732868571e+01
4.459535055427848960e+01,5.466730603133353839e+01,3.661951974428201595e+01
3.576700931867934230e+01,4.259675149582958653e+01,4.841524794375858676e+01
5.676064058197157181e+01,4.830453481793363579e+01,3.985277243515012202e+01
5.196093513115939544e+01,4.586871181121865249e+01,4.102827177376673262e+01
5.366009592240544634e+01,4.503767674258507725e+01,4.004473408527474021e+01
5.858397492316387911e+01,5.238980759551350985e+01,5.140397037353996978e+01
4.101222107888058588e+01,4.470160598709706790e+01,4.475150767501853721e+01
1.540212860250461890e+00,2.578766738763445865e+00,6.728179096502010514e-01
4.620801451392232195e+01,5.621878194219110014e+01,4.272812031901220564e+01
5.058296587593286375e+01,5.760883050640032366e+01,3.560839134025289354e+01
3.870218203959873193e+01,4.557866882363715888e+01,3.996631944415779714e+01
5.292103972870902595e+01,4.623515574581870879e+01,4.414826652181134392e+01
4.067722235372557549e+01,5.441882762823289710e+01,4.087044289375601380e+01
4.619573359524012801e+01,4.991634335005179679e+01,3.559543803770790760e+01
5.390281475519764598e+01,4.714073273308796530e+01,4.194841425076583619e+01
5.709832773996719624e+01,4.354307242877059281e+01,3.581370203628461013e+01
5.382105088443354646e+01,4.478262593667145097e+01,3.552908654018990831e+01
-8.544563862962405165e-02,1.527051411256524771e+00,1.347636895816986868e+00
4.359024921485188031e+01,5.009135571474412529e+01,4.380985967035191919e+01
4.929983551516563978e+01,6.232218568986405671e+01,4.335197439066472924e+01
4.839484907046767859e+01,5.733487040375063515e+01,5.021225928585641896e+01
4.638992904004030748e+01,5.849533425444813872e+01,4.186883154585746780e+01
4.011703895942898157e+01,4.975738847130841691e+01,5.152581805021593908e+01
3.773795669624237092e+01,4.579246966335030322e+01,4.914559422361196539e+01
4.621319611901854785e+01,3.815847346127295481e+01,3.658149798705863986e+01
4.154330924152292681e+01,4.755064076478643642e+01,5.382506600646038919e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.853757499630982153e+01,4.033519563811282183e+01,3.718762529746735623e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.205564540571899101e+01,4.327831720259293746e+01,4.147027638653885617e+01
5.940508423635335333e+01,4.731096097684953605e+01,4.155448210616596327e+01
3.106034206261344366e+01,4.380779367881078912e+01,4.226908123821893781e+01
5.043986371439696370e+01,4.472172314537530013e+01,4.428308642239277049e+01
4.479133793549613074e+01,5.683770392560849416e+01,4.425260261407627382e+01
1.266183209701194734e+01,1.084501800659146475e+01,8.940711370883878573e+00
2.698593672231276130e+01,3.896994518461475820e+01,4.574225138512642985e+01
5.166342157612221797e+01,3.979764239218010857e+01,3.854633596017597341e+01
3.938433775590067398e+01,4.849860597325137235e+01,4.625050336456559563e+01
4.501681627190377810e+01,3.412778728436739328e+01,3.656955330370735879e+01
5.409461927814762561e+01,4.081612225902340896e+01,3.695910931727051718e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.211919654920998113e+01,4.981889286145957385e+01,3.942147189923633022e+01
4.839862437273305318e+01,3.980222751403809411e+01,3.996785930463203584e+01
5.472373230773352049e+01,4.626306946844730561e+01,4.480173650334172208e+01
3.851196672299477797e+01,4.741511659909851772e+01,4.991025215535128723e+01
5.500047962742004870e+01,4.611427597775218601e+01,4.434467068224827813e+01
3.437439556278413733e+01,4.501677399676734836e+01,4.757550401828762432e+01
6.075682178517013199e+01,4.417857002012881651e+01,4.182423998804578957e+01
4.736591599023149968e+01,3.807961479108015368e+01,3.811228521025361005e+01
4.027047312951336266e+01,4.107383511721300806e+01,2.774203383953506830e+01
3.859587884781970502e+01,4.936505134527793359e+01,4.566456179301024321e+01
5.025922451786566114e+01,4.338399976145182535e+01,3.886410210075736416e+01
5.547304560500099768e+01,4.516730263175652027e+01,3.221358058643366462e+01
4.258549447941517485e+01,4.845334523393383108e+01,3.306285465766839593e+01
5.346014929231500901e+01,4.528749752429352782e+01,4.436895671425492083e+01
5.900469393707552967e+01,5.153602835563604856e+01,4.444051902601702153e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.604271619653708347e+00,4.278353152088564926e+00,1.297715605639897074e+00
5.243408680502902541e+01,4.629998625143319657e+01,3.545769219186470167e+01
3.882945769018083126e+01,4.264291154962970154e+01,3.126217412016973185e+01
4.330317613035525426e+01,4.867152704534161245e+01,4.574151369804683753e+01
3.724405055776271922e+01,4.667048760131788754e+01,4.880761303006449481e+01
3.878700838635568005e+01,3.821656866677508191e+01,4.238017528335571171e+01
5.023105931108769795e+01,4.135347552739199983e+01,4.121058876956759320e+01
4.597907425794083025e+01,3.897620253584499039e+01,3.788492004051732920e+01
5.547406324650037135e+01,4.612508617894000906e+01,3.890957921945951625e+01
3.969168561011665730e+01,4.676601113231057383e+01,4.809065674273539059e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.682063794664678369e+01,4.508853270404393498e+01,3.997985729932952381e+01
5.036890466079103845e+01,4.383814429040781846e+01,3.632134191321786432e+01
5.050041683178477570e+01,4.371790876616574906e+01,4.262423497624546087e+01
5.320671227143893844e+01,3.809473374954264102e+01,3.837419589342309223e+01
4.942138165488092483e+01,4.369382136038389319e+01,4.182105711791452052e+01
5.217536069260962961e+01,4.652930703850302763e+01,4.185559185058258436e+01
5.401966828872362214e+01,4.478204651847282491e+01,4.382651878845811666e+01
1.033486436146618992e+01,1.412402871331986809e+01,9.018480885330010466e+00
2.290332606150617067e+00,1.535380082602155527e+00,-4.416679067482349730e-01
5.295187802116696929e+01,4.688067077086567735e+01,4.094726635641058010e+01
4.829210257654128924e+01,4.124911651869430074e+01,3.938913507534748248e+01
4.215841634220221401e+00,4.972298589002201119e+00,4.672360086336205143e+00
4.778380359343727690e+01,6.018735453007752767e+01,3.955367672782679023e+01
5.467180098703038738e+01,4.497513070783487876e+01,4.434033419507851193e+01
3.521963163088718574e+01,4.387170165895798135e+01,4.260405280385804616e+01
4.964854282696469312e+01,4.129659020596657371e+01,4.034754494346047693e+01
4.998257802874523037e+01,4.247047003531391596e+01,4.246477622595644164e+01
3.764899625443760556e+01,4.270864562200454628e+01,4.639278290708180208e+01
3.228504084485827974e+01,4.032301937596218977e+01,4.137599444954717853e+01
2.290332606150617067e+00,1.535380082602155527e+00,-4.416679067482349730e-01
5.384624303983794391e+01,4.436725773946442786e+01,4.351909070975921878e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.148026806328937965e+01,4.739571098141551175e+01,4.499441356643406209e+01
4.155939910364471501e+01,5.040955216613094336e+01,4.593145104926506406e+01
6.207296433434954963e+01,3.803816801165870487e+01,3.475815192892498828e+01
2.307604341780251200e+00,4.212552643847386591e+00,1.340044464484536846e+00
2.800684185170096185e+01,3.917096067044947461e+01,4.640671341536445027e+01
4.174855565906816679e+01,4.844236360836958255e+01,4.548069708207523831e+01
5.470326935160958470e+01,4.119835845805953056e+01,3.905266581500123380e+01
5.396182549159925657e+01,4.855321892852147414e+01,4.639188969071024360e+01
5.635734265484565952e+01,4.362475216746639006e+01,3.762362124102970284e+01
5.597533829704686781e+01,4.116507137183058518e+01,3.696517458723732830e+01
4.262561613655141457e+01,4.575323252541372199e+01,5.070462715538818088e+01
6.277036184699486654e+01,4.628727244874625768e+01,4.344448048455869582e+01
4.264768264008375098e+01,4.296992725769398191e+01,2.935422116301205264e+01
4.201303811117678322e+01,4.788817597136211646e+01,4.164405051830465965e+01
4.545021191218845757e+01,4.983488327464738887e+01,4.295260050893386250e+01
4.949946708147271579e+01,5.762339053037804604e+01,4.266493754421339446e+01
3.960892356936718528e+01,4.612196851504766215e+01,4.621469755675703794e+01
4.374079845718868853e+01,5.441342491770971890e+01,4.384758886093689512e+01
3.753028795844557663e+01,4.733886685876213818e+01,4.966774819836881250e+01
1.701270855996963505e+01,1.555461951072855520e+01,1.385265622346543246e+01
3.581289181754648610e+01,4.788246915482488930e+01,4.442470764048425735e+01
1.366837433464243468e+00,5.258652832557825896e+00,2.654955180418515415e+00
7.662546402254196032e+00,8.645193940162757329e+00,6.482814589650265802e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.985590613393641490e+01,4.436516581091122902e+01,4.213096807943909994e+01
5.112601949703594784e+01,4.180218506411566182e+01,3.899238800255754001e+01
5.475341933999885669e+01,4.519324952892549874e+01,4.328586626269459003e+01
5.224848717010527110e+01,4.514450771971723952e+01,4.324022948604789462e+01
5.666837383273250595e+01,4.528458743669437325e+01,4.347007658374933214e+01
3.764773525947610011e+01,4.019469242362843175e+01,4.303437581591600036e+01
5.246014634138601451e+01,4.042383697733977499e+01,3.865790147635740936e+01
4.504883072224110663e+01,5.351396483088625899e+01,4.120381727336087607e+01
5.675515036172572536e+01,4.374112593062039878e+01,3.683412251183525399e+01
4.412111475215577627e+01,5.719781480514988914e+01,3.974622965485951198e+01
4.306640392012007368e+01,5.029707223571501373e+01,4.724192724671299715e+01
5.183875265143002764e+01,4.167703868974570725e+01,4.091740595569346794e+01
3.943555317420715767e+01,4.514425099028475330e+01,4.535525243016951435e+01
5.932417413015850371e+01,4.071812411604140181e+01,3.543259435757302356e+01
4.072127246398039091e+01,5.181893600426954549e+01,5.121097469179969863e+01
5.448054363679629120e+01,4.716384442905692254e+01,4.395699632164551929e+01
5.709035535260020566e+01,4.700006424375550296e+01,3.917432134522105258e+01
3.748271165848920106e+01,4.384406287557938953e+01,4.131109480231130249e+01
5.445616873171358918e+01,4.443769861433417390e+01,4.480158443038942551e+01
5.118391516615273673e+01,4.266992994680492757e+01,4.281941396628660357e+01
4.313675217834124709e+01,5.844370596902199821e+01,4.607826939952667544e+01
4.466946879321616137e+01,5.429697796689776368e+01,4.885677714171414010e+01
5.227341505328447369e+01,4.472431330378572767e+01,3.750851961274417334e+01
5.513511246019251644e+01,4.707602632275925458e+01,4.486685175602610087e+01
1.041897875520899852e+01,8.789367962445146176e+00,4.350139523299104027e+00
5.164771696074135576e+01,4.589809336454882072e+01,4.353684402310148016e+01
2.862915757688271334e+00,1.919225103252694353e+00,-5.520848834352937162e-01
5.056346925301242834e+01,4.578754836508156956e+01,4.119197790998951092e+01
